Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  1213  ?h  ?b  330  ?h   => ?a  59  ?b	0.081802015	0.318706697	0.511111111	138	433	270	?a
?a  293  ?h  ?b  930  ?h   => ?a  59  ?b	0.02015412	0.044736842	0.191011236	34	760	178	?a
?a  1213  ?h  ?h  160  ?b   => ?a  59  ?b	0.02667457	0.292207792	0.529411765	45	154	85	?a
?a  293  ?h  ?h  59  ?b   => ?a  59  ?b	0.375815056	0.562555457	0.772228989	634	1127	821	?a
?g  293  ?a  ?g  59  ?b   => ?a  59  ?b	0.375815056	0.169473403	0.772228989	634	3741	821	?a
?g  100  ?b  ?g  170  ?a   => ?a  100  ?b	0.073447537	0.171290645	0.23812095	3087	18022	12964	?a
?g  100  ?b  ?g  166  ?a   => ?a  100  ?b	0.073447537	0.173096333	0.237042156	3087	17834	13023	?a
?h  100  ?b  ?a  166  ?h   => ?a  100  ?b	0.073447537	0.234556645	0.239209609	3087	13161	12905	?a
?a  270  ?b  ?a  439  ?b   => ?a  1048  ?b	0.033557047	0.000580114	0.833333333	5	8619	6	?a
?g  100  ?b  ?g  613  ?a   => ?a  100  ?b	0.014132762	0.033241927	0.300455235	594	17869	1977	?a
?a  613  ?h  ?b  613  ?h   => ?a  200  ?b	0.034482759	0.000000115	0.2	6	52209313	30	?a
?b  170  ?h  ?a  659  ?h   => ?a  659  ?b	0.033078978	0.649924585	0.649924585	4309	6630	6630	?a
?h  170  ?b  ?a  659  ?h   => ?a  659  ?b	0.033078978	0.632931845	0.632931845	4309	6808	6808	?a
?h  794  ?a  ?b  794  ?h   => ?a  794  ?b	0.025285419	0.684647303	0.709677419	330	482	465	?a
?a  170  ?h  ?h  791  ?b   => ?a  791  ?b	0.03030303	0.152542373	0.6	9	59	15	?a
?a  166  ?h  ?h  791  ?b   => ?a  791  ?b	0.03030303	0.138461538	0.642857143	9	65	14	?a
?a  613  ?h  ?h  791  ?b   => ?a  791  ?b	0.03030303	0.15	1	9	60	9	?a
?g  791  ?b  ?g  879  ?a   => ?a  791  ?b	0.03030303	0.257142857	1	9	35	9	?a
?g  166  ?a  ?g  791  ?b   => ?a  791  ?b	0.03030303	0.060402685	0.642857143	9	149	14	?a
?g  170  ?a  ?g  791  ?b   => ?a  791  ?b	0.03030303	0.057692308	0.6	9	156	15	?a
?g  1045  ?a  ?g  791  ?b   => ?a  791  ?b	0.013468013	0.021390374	1	4	187	4	?a
?a  775  ?h  ?h  794  ?b   => ?a  794  ?b	0.014405026	0.358778626	0.74015748	188	524	254	?a
?b  166  ?h  ?a  659  ?h   => ?a  659  ?b	0.03286403	0.645020341	0.645020341	4281	6637	6637	?a
?h  1136  ?b  ?a  576  ?h   => ?a  920  ?b	0.022222222	0.25	0.777777778	7	28	9	?a
?a  576  ?h  ?h  920  ?b   => ?a  920  ?b	0.019047619	0.375	0.75	6	16	8	?a
?g  1136  ?b  ?g  576  ?a   => ?a  920  ?b	0.022222222	0.075268817	0.777777778	7	93	9	?a
?g  576  ?a  ?g  920  ?b   => ?a  920  ?b	0.019047619	0.115384615	0.75	6	52	8	?a
?g  794  ?a  ?g  794  ?b   => ?a  794  ?b	0.025515286	0.140387858	0.970845481	333	2372	343	?a
?h  166  ?b  ?a  659  ?h   => ?a  659  ?b	0.03286403	0.624052478	0.624052478	4281	6860	6860	?a
?a  613  ?h  ?b  613  ?h   => ?a  630  ?b	0.15037594	0.000001532	0.129659643	80	52209313	617	?a
?a  170  ?h  ?h  34  ?b   => ?a  34  ?b	0.014038877	0.590909091	0.590909091	13	22	22	?b
?a  166  ?h  ?h  34  ?b   => ?a  34  ?b	0.01511879	0.777777778	0.777777778	14	18	18	?b
?g  166  ?a  ?g  34  ?b   => ?a  34  ?b	0.01511879	0.341463415	0.341463415	14	41	41	?b
?g  170  ?a  ?g  34  ?b   => ?a  34  ?b	0.014038877	0.194029851	0.194029851	13	67	67	?b
?h  794  ?b  ?a  794  ?h   => ?a  794  ?b	0.035859321	0.970954357	0.970954357	468	482	482	?a
?g  775  ?a  ?g  794  ?b   => ?a  794  ?b	0.014405026	0.07885906	0.74015748	188	2384	254	?a
?b  111  ?h  ?a  439  ?h   => ?a  918  ?b	0.010335031	0.004916238	0.20747296	211	42919	1017	?a
?h  143  ?b  ?a  576  ?h   => ?a  143  ?b	0.021136779	0.643298969	0.723897912	312	485	431	?a
?h  143  ?b  ?a  324  ?h   => ?a  143  ?b	0.012939503	0.3136289	0.682142857	191	609	280	?a
?h  142  ?b  ?a  143  ?h   => ?a  143  ?b	0.011652327	0.351020408	0.351020408	172	490	490	?a
?h  1073  ?b  ?a  155  ?h   => ?a  1073  ?b	0.01010101	0.333333333	1	5	15	5	?a
?h  1073  ?b  ?a  775  ?h   => ?a  1073  ?b	0.256565657	0.888111888	0.969465649	127	143	131	?a
?g  1073  ?b  ?g  179  ?a   => ?a  1073  ?b	0.032323232	1	1	16	16	16	?a
?h  1073  ?b  ?a  179  ?h   => ?a  1073  ?b	0.032323232	0.050793651	1	16	315	16	?a
?a  170  ?h  ?h  998  ?b   => ?a  998  ?b	0.015503876	0.428571429	0.6	6	14	10	?a
?a  459  ?h  ?h  998  ?b   => ?a  998  ?b	0.012919897	0.015673981	0.5	5	319	10	?a
?b  610  ?h  ?a  775  ?h   => ?a  1073  ?b	0.022222222	0.006466784	0.379310345	11	1701	29	?a
?a  265  ?h  ?h  998  ?b   => ?a  998  ?b	0.010335917	0.235294118	1	4	17	4	?a
?g  1073  ?b  ?g  155  ?a   => ?a  1073  ?b	0.01010101	0.005720824	1	5	874	5	?a
?h  143  ?b  ?a  415  ?h   => ?a  143  ?b	0.023575639	0.628158845	0.674418605	348	554	516	?a
?g  166  ?a  ?g  998  ?b   => ?a  998  ?b	0.015503876	0.25	0.6	6	24	10	?a
?g  170  ?a  ?g  998  ?b   => ?a  998  ?b	0.015503876	0.2	0.666666667	6	30	9	?a
?g  265  ?a  ?g  998  ?b   => ?a  998  ?b	0.010335917	0.08	1	4	50	4	?a
?a  166  ?h  ?h  998  ?b   => ?a  998  ?b	0.015503876	0.545454545	0.666666667	6	11	9	?a
?h  143  ?b  ?a  674  ?h   => ?a  143  ?b	0.017410745	0.542194093	0.603286385	257	474	426	?a
?g  1073  ?b  ?g  775  ?a   => ?a  1073  ?b	0.256565657	0.064336373	0.969465649	127	1974	131	?a
?g  1073  ?b  ?g  88  ?a   => ?a  1073  ?b	0.024242424	0.0625	1	12	192	12	?a
?h  226  ?b  ?a  755  ?h   => ?a  226  ?b	0.024096386	0.120481928	0.285714286	20	166	70	?a
?a  171  ?h  ?h  226  ?b   => ?a  226  ?b	0.019277108	0.421052632	0.516129032	16	38	31	?a
?g  226  ?b  ?g  755  ?a   => ?a  226  ?b	0.024096386	0.01003009	0.289855072	20	1994	69	?a
?g  171  ?a  ?g  226  ?b   => ?a  226  ?b	0.019277108	0.117647059	0.516129032	16	136	31	?a
?g  143  ?b  ?g  324  ?a   => ?a  143  ?b	0.010229659	0.189937107	0.580769231	151	795	260	?a
?g  143  ?b  ?g  576  ?a   => ?a  143  ?b	0.021136779	0.23197026	0.723897912	312	1345	431	?a
?g  143  ?b  ?g  674  ?a   => ?a  143  ?b	0.017817221	0.084321898	0.636803874	263	3119	413	?a
?h  1073  ?b  ?a  88  ?h   => ?a  1073  ?b	0.028282828	0.001389854	1	14	10073	14	?a
?g  143  ?b  ?g  415  ?a   => ?a  143  ?b	0.023575639	0.248749107	0.67311412	348	1399	517	?a
?a  1134  ?h  ?b  1365  ?h   => ?a  45  ?b	0.014836795	0.004180602	0.476190476	10	2392	21	?a
?a  439  ?h  ?h  610  ?b   => ?a  918  ?b	0.014106583	0.001770847	0.110387122	288	162634	2609	?a
?b  1365  ?h  ?a  179  ?h   => ?a  45  ?b	0.071216617	0.005153532	0.4	48	9314	120	?a
?a  1213  ?h  ?h  78  ?b   => ?a  78  ?b	0.011643677	0.305555556	0.718367347	352	1152	490	?a
?h  109  ?b  ?a  1213  ?h   => ?a  78  ?b	0.01157752	0.158299412	0.492957746	350	2211	710	?a
?g  109  ?a  ?g  134  ?b   => ?a  45  ?b	0.017804154	0.024439919	0.342857143	12	491	35	?a
?a  293  ?h  ?h  78  ?b   => ?a  78  ?b	0.068075816	0.859649123	0.966197183	2058	2394	2130	?a
?a  1341  ?h  ?h  215  ?b   => ?a  1341  ?b	0.02367688	0.128950695	0.128950695	102	791	791	?a
?g  815  ?a  ?g  818  ?b   => ?a  818  ?b	0.019686483	0.047293447	0.664	913	19305	1375	?a
?a  1255  ?b  ?a  808  ?b   => ?a  1341  ?b	0.021123491	0.078448276	0.52	91	1160	175	?a
?a  1255  ?h  ?h  215  ?b   => ?a  1341  ?b	0.010445682	0.012879222	0.134730539	45	3494	334	?a
?h  1341  ?b  ?a  170  ?h   => ?a  1341  ?b	0.013927577	0.483870968	0.652173913	60	124	92	?a
?h  179  ?b  ?a  444  ?h   => ?a  1341  ?b	0.014623955	0.018981621	0.18	63	3319	350	?a
?h  1341  ?b  ?a  166  ?h   => ?a  1341  ?b	0.014391829	0.402597403	0.563636364	62	154	110	?a
?g  1341  ?b  ?g  166  ?a   => ?a  1341  ?b	0.014391829	0.196202532	0.645833333	62	316	96	?a
?g  1341  ?b  ?g  170  ?a   => ?a  1341  ?b	0.013927577	0.160857909	0.555555556	60	373	108	?a
?h  1192  ?b  ?a  498  ?h   => ?a  1192  ?b	0.027777778	1	1	4	4	4	?a
?g  293  ?a  ?g  78  ?b   => ?a  78  ?b	0.068208131	0.364117959	0.967166979	2062	5663	2132	?a
?h  1213  ?b  ?a  498  ?h   => ?a  1192  ?b	0.027777778	1	1	4	4	4	?a
?g  1192  ?b  ?g  498  ?a   => ?a  1192  ?b	0.027777778	1	1	4	4	4	?a
?g  1213  ?b  ?g  498  ?a   => ?a  1192  ?b	0.027777778	0.8	1	4	5	4	?a
?h  168  ?b  ?a  758  ?h   => ?a  168  ?b	0.017391304	1	1	2	2	2	?a
?a  149  ?h  ?h  247  ?b   => ?a  168  ?b	0.026086957	0.025	0.15	3	120	20	?a
?g  168  ?b  ?g  758  ?a   => ?a  168  ?b	0.017391304	0.153846154	1	2	13	2	?a
?h  116  ?b  ?a  459  ?h   => ?a  116  ?b	0.034990523	0.905660377	0.909090909	240	265	264	?a
?h  1147  ?b  ?a  166  ?h   => ?a  1147  ?b	0.030660089	0.499004645	0.929542645	752	1507	809	?a
?h  270  ?b  ?a  948  ?h   => ?a  1341  ?b	0.016713092	0.008187401	0.106038292	72	8794	679	?a
?a  815  ?h  ?h  818  ?b   => ?a  818  ?b	0.022748345	0.007209978	0.554387809	1055	146325	1903	?a
?a  171  ?h  ?h  346  ?b   => ?a  346  ?b	0.013084742	1	1	466	466	466	?a
?h  1147  ?b  ?a  170  ?h   => ?a  1147  ?b	0.030415461	0.518776078	0.922126082	746	1438	809	?a
?h  830  ?b  ?a  857  ?h   => ?a  830  ?b	0.048543689	0.080645161	0.833333333	5	62	6	?a
?h  830  ?b  ?a  879  ?h   => ?a  830  ?b	0.048543689	0.625	0.833333333	5	8	6	?a
?a  613  ?h  ?h  830  ?b   => ?a  830  ?b	0.048543689	0.151515152	0.833333333	5	33	6	?a
?a  170  ?h  ?h  830  ?b   => ?a  830  ?b	0.048543689	0.714285714	1	5	7	5	?a
?a  166  ?h  ?h  830  ?b   => ?a  830  ?b	0.048543689	0.625	1	5	8	5	?a
?g  171  ?a  ?g  346  ?b   => ?a  346  ?b	0.013084742	0.987288136	1	466	472	466	?a
?g  170  ?a  ?g  830  ?b   => ?a  830  ?b	0.048543689	0.073529412	1	5	68	5	?a
?g  166  ?a  ?g  830  ?b   => ?a  830  ?b	0.048543689	0.081967213	1	5	61	5	?a
?g  830  ?b  ?g  857  ?a   => ?a  830  ?b	0.048543689	0.079365079	0.833333333	5	63	6	?a
?g  613  ?a  ?g  830  ?b   => ?a  830  ?b	0.048543689	0.079365079	0.833333333	5	63	6	?a
?g  830  ?b  ?g  879  ?a   => ?a  830  ?b	0.048543689	0.003221649	0.833333333	5	1552	6	?a
?a  1277  ?h  ?h  270  ?b   => ?a  1341  ?b	0.010445682	0.007949126	0.111662531	45	5661	403	?a
?b  165  ?a  ?a  34  ?b   => ?a  35  ?b	0.016447368	1	1	5	5	5	?b
?a  34  ?h  ?h  35  ?b   => ?a  35  ?b	0.013157895	1	1	4	4	4	?b
?h  35  ?b  ?a  35  ?h   => ?a  35  ?b	0.013157895	1	1	4	4	4	?b
?a  284  ?b  ?b  393  ?a   => ?a  602  ?b	0.022102748	0.245033113	0.268115942	37	151	138	?b
?g  1147  ?b  ?g  166  ?a   => ?a  1147  ?b	0.030537775	0.224655069	0.923551171	749	3334	811	?a
?b  393  ?h  ?h  613  ?a   => ?a  602  ?b	0.077060932	0.284140969	0.351498638	129	454	367	?b
?h  270  ?b  ?a  943  ?h   => ?a  1341  ?b	0.018570102	0.007042873	0.118694362	80	11359	674	?a
?g  1147  ?b  ?g  170  ?a   => ?a  1147  ?b	0.030252375	0.216959064	0.929824561	742	3420	798	?a
?b  600  ?h  ?a  722  ?h   => ?a  602  ?b	0.023894863	0.030097818	0.273972603	40	1329	146	?b
?a  191  ?h  ?h  299  ?b   => ?a  1341  ?b	0.033426184	0.006665124	0.108189331	144	21605	1331	?a
?b  393  ?h  ?a  879  ?h   => ?a  602  ?b	0.078255675	0.223168654	0.287280702	131	587	456	?b
?a  600  ?h  ?b  600  ?h   => ?a  602  ?b	0.028673835	0.006706721	0.20083682	48	7157	239	?b
?b  600  ?h  ?a  719  ?h   => ?a  602  ?b	0.023894863	0.012874155	0.540540541	40	3107	74	?b
?a  100  ?b  ?a  284  ?b   => ?a  602  ?b	0.056750299	0.040825097	0.887850467	95	2327	107	?b
?b  600  ?h  ?a  721  ?h   => ?a  602  ?b	0.010155317	0.03030303	0.386363636	17	561	44	?b
?a  723  ?h  ?b  879  ?h   => ?a  602  ?b	0.06869773	0.605263158	0.605263158	115	190	190	?b
?a  719  ?h  ?b  879  ?h   => ?a  602  ?b	0.307646356	0.435333897	0.502439024	515	1183	1025	?b
?a  722  ?h  ?b  879  ?h   => ?a  602  ?b	0.286738351	0.485338726	0.530973451	480	989	904	?b
?a  600  ?h  ?b  879  ?h   => ?a  602  ?b	0.339904421	0.301696713	0.431387415	569	1886	1319	?b
?a  720  ?h  ?b  879  ?h   => ?a  602  ?b	0.010155317	0.472222222	0.472222222	17	36	36	?b
?a  721  ?h  ?b  879  ?h   => ?a  602  ?b	0.04958184	0.322957198	0.410891089	83	257	202	?b
?a  343  ?h  ?b  879  ?h   => ?a  602  ?b	0.466547192	0.10443969	0.142909424	781	7478	5465	?b
?a  170  ?h  ?h  602  ?b   => ?a  602  ?b	0.340501792	0.76819407	0.76819407	570	742	742	?b
?a  166  ?h  ?h  602  ?b   => ?a  602  ?b	0.340501792	0.777626194	0.777626194	570	733	733	?b
?a  722  ?h  ?h  901  ?b   => ?a  602  ?b	0.012544803	0.058333333	0.4375	21	360	48	?b
?a  600  ?h  ?h  901  ?b   => ?a  602  ?b	0.017323775	0.020953757	0.124463519	29	1384	233	?b
?a  719  ?h  ?h  901  ?b   => ?a  602  ?b	0.022700119	0.028485757	0.102425876	38	1334	371	?b
?h  373  ?b  ?a  879  ?h   => ?a  602  ?b	0.028673835	0.018188708	0.685714286	48	2639	70	?b
?g  373  ?b  ?g  613  ?a   => ?a  602  ?b	0.028673835	0.015103839	0.631578947	48	3178	76	?b
?a  193  ?h  ?h  270  ?b   => ?a  1341  ?b	0.015088208	0.01159472	0.126705653	65	5606	513	?a
?a  1103  ?h  ?b  879  ?h   => ?a  602  ?b	0.068100358	0.02970297	0.133489461	114	3838	854	?b
?g  166  ?a  ?g  602  ?b   => ?a  602  ?b	0.340501792	0.357590966	0.357590966	570	1594	1594	?b
?g  170  ?a  ?g  602  ?b   => ?a  602  ?b	0.340501792	0.354477612	0.354477612	570	1608	1608	?b
?h  100  ?b  ?a  879  ?h   => ?a  602  ?b	0.055555556	0.012293457	0.415178571	93	7565	224	?b
?h  100  ?b  ?a  170  ?h   => ?a  602  ?b	0.043010753	0.005389625	0.25087108	72	13359	287	?b
?a  1382  ?h  ?h  215  ?b   => ?a  1382  ?b	0.023584227	0.511540861	0.511540861	1640	3206	3206	?a
?h  103  ?b  ?a  216  ?h   => ?a  103  ?b	0.043731778	0.070267291	0.710306407	255	3629	359	?a
?g  100  ?b  ?g  170  ?a   => ?a  602  ?b	0.03823178	0.003551215	0.153477218	64	18022	417	?b
?g  100  ?b  ?g  166  ?a   => ?a  602  ?b	0.043010753	0.004037232	0.173913043	72	17834	414	?b
?h  100  ?b  ?a  166  ?h   => ?a  602  ?b	0.03823178	0.004862852	0.222222222	64	13161	288	?b
?b  1095  ?h  ?a  215  ?h   => ?a  346  ?b	0.022294603	0.01210735	0.571223022	794	65580	1390	?a
?g  100  ?b  ?g  613  ?a   => ?a  602  ?b	0.055555556	0.005204544	0.384297521	93	17869	242	?b
?a  534  ?h  ?h  770  ?b   => ?a  770  ?b	0.283667622	0.465882353	0.47826087	396	850	828	?a
?a  170  ?h  ?h  770  ?b   => ?a  770  ?b	0.024355301	0.829268293	0.894736842	34	41	38	?a
?h  112  ?b  ?a  265  ?h   => ?a  112  ?b	0.011657699	0.325387366	0.394889103	819	2517	2074	?a
?a  166  ?h  ?h  770  ?b   => ?a  770  ?b	0.024355301	0.829268293	0.871794872	34	41	39	?a
?a  613  ?h  ?h  770  ?b   => ?a  770  ?b	0.017191977	0.888888889	1	24	27	24	?a
?h  770  ?b  ?a  879  ?h   => ?a  770  ?b	0.010744986	0.789473684	1	15	19	15	?a
?g  170  ?a  ?g  770  ?b   => ?a  770  ?b	0.024355301	0.133858268	0.894736842	34	254	38	?a
?g  166  ?a  ?g  770  ?b   => ?a  770  ?b	0.024355301	0.13229572	0.871794872	34	257	39	?a
?h  216  ?b  ?a  534  ?h   => ?a  770  ?b	0.280802292	0.314354451	0.32748538	392	1247	1197	?a
?g  613  ?a  ?g  770  ?b   => ?a  770  ?b	0.010744986	0.306122449	1	15	49	15	?a
?g  770  ?b  ?g  879  ?a   => ?a  770  ?b	0.017191977	0.421052632	1	24	57	24	?a
?a  111  ?b  ?b  610  ?a   => ?a  764  ?b	0.024542851	0.224506247	0.892628205	1671	7443	1872	?a
?g  112  ?b  ?g  265  ?a   => ?a  112  ?b	0.011757338	0.185409652	0.39884114	826	4455	2071	?a
?a  613  ?h  ?b  613  ?h   => ?a  629  ?b	0.161417323	0.000001571	0.185941043	82	52209313	441	?b
?h  10  ?b  ?a  207  ?h   => ?a  764  ?b	0.016993464	0.112669199	0.321567538	1157	10269	3598	?a
?h  215  ?b  ?a  270  ?h   => ?a  1048  ?b	0.020134228	0.000017863	0.12	3	167944	25	?a
?a  1191  ?h  ?b  1191  ?h   => ?a  775  ?b	0.032910499	0.012841259	0.170242215	2706	210727	15895	?b
?a  170  ?h  ?h  544  ?b   => ?a  544  ?b	0.087209302	0.555555556	0.625	15	27	24	?a
?a  166  ?h  ?h  544  ?b   => ?a  544  ?b	0.087209302	0.6	0.625	15	25	24	?a
?g  166  ?a  ?g  544  ?b   => ?a  544  ?b	0.087209302	0.416666667	0.625	15	36	24	?a
?g  170  ?a  ?g  544  ?b   => ?a  544  ?b	0.087209302	0.319148936	0.625	15	47	24	?a
?b  576  ?a  ?b  95  ?a   => ?a  95  ?b	0.020378457	0.538461538	0.933333333	28	52	30	?b
?b  415  ?a  ?b  95  ?a   => ?a  95  ?b	0.018922853	0.371428571	0.896551724	26	70	29	?b
?a  415  ?b  ?b  95  ?a   => ?a  95  ?b	0.018922853	1	1	26	26	26	?b
?a  576  ?b  ?b  95  ?a   => ?a  95  ?b	0.020378457	1	1	28	28	28	?b
?a  529  ?b  ?a  948  ?b   => ?a  557  ?b	0.017391304	0.222222222	1	2	9	2	?b
?a  1084  ?b  ?a  948  ?b   => ?a  557  ?b	0.017391304	0.181818182	1	2	11	2	?b
?a  1118  ?b  ?a  948  ?b   => ?a  557  ?b	0.026086957	0.096774194	1	3	31	3	?b
?a  166  ?h  ?h  633  ?b   => ?a  633  ?b	0.014771049	0.714285714	0.714285714	10	14	14	?a
?g  170  ?a  ?g  633  ?b   => ?a  633  ?b	0.013293944	0.160714286	0.642857143	9	56	14	?a
?g  166  ?a  ?g  633  ?b   => ?a  633  ?b	0.014771049	0.192307692	0.714285714	10	52	14	?a
?a  170  ?h  ?h  633  ?b   => ?a  633  ?b	0.013293944	0.642857143	0.642857143	9	14	14	?a
?b  111  ?h  ?a  215  ?h   => ?a  179  ?b	0.021552718	0.011335318	0.299883314	1028	90690	3428	?a
?b  415  ?a  ?a  415  ?b   => ?a  95  ?b	0.018922853	0.001876714	0.764705882	26	13854	34	?b
?a  613  ?h  ?h  987  ?b   => ?a  987  ?b	0.010752688	0.07826087	0.45	9	115	20	?a
?g  613  ?a  ?g  987  ?b   => ?a  987  ?b	0.010752688	0.034220532	0.45	9	263	20	?a
?a  318  ?h  ?h  947  ?b   => ?a  947  ?b	0.013356419	0.529411765	0.534653465	54	102	101	?a
?g  318  ?a  ?g  947  ?b   => ?a  947  ?b	0.013109077	0.327160494	0.53	53	162	100	?a
?g  112  ?a  ?g  947  ?b   => ?a  947  ?b	0.030175612	0.035589265	0.497959184	122	3428	245	?a
?a  112  ?h  ?h  947  ?b   => ?a  947  ?b	0.034380411	0.435736677	0.442675159	139	319	314	?a
?b  170  ?h  ?a  764  ?h   => ?a  764  ?b	0.010369391	0.454019293	0.454019293	706	1555	1555	?a
?g  215  ?a  ?g  987  ?b   => ?a  987  ?b	0.021505376	0.024930748	0.12244898	18	722	147	?a
?h  170  ?b  ?a  764  ?h   => ?a  764  ?b	0.010369391	0.502133713	0.502133713	706	1406	1406	?a
?a  100  ?b  ?a  284  ?b   => ?a  487  ?b	0.337037037	0.039106145	0.8125	91	2327	112	?b
?h  504  ?b  ?a  534  ?h   => ?a  504  ?b	0.131797825	0.985645933	0.995169082	206	209	207	?a
?a  166  ?h  ?h  504  ?b   => ?a  504  ?b	0.01215611	1	1	19	19	19	?a
?a  170  ?h  ?h  504  ?b   => ?a  504  ?b	0.01215611	1	1	19	19	19	?a
?a  166  ?h  ?h  804  ?b   => ?a  804  ?b	0.873441271	0.96371706	0.964412614	17371	18025	18012	?a
?a  170  ?h  ?h  804  ?b   => ?a  804  ?b	0.873642397	0.963938974	0.964420515	17375	18025	18016	?a
?g  170  ?a  ?g  504  ?b   => ?a  504  ?b	0.01215611	0.655172414	1	19	29	19	?a
?g  166  ?a  ?g  504  ?b   => ?a  504  ?b	0.01215611	0.633333333	1	19	30	19	?a
?g  504  ?b  ?g  534  ?a   => ?a  504  ?b	0.019833653	0.110320285	0.911764706	31	281	34	?a
?h  775  ?b  ?a  775  ?h   => ?a  775  ?b	0.574887805	0.299719106	0.299719106	47269	157711	157711	?b
?h  215  ?b  ?a  439  ?h   => ?a  1048  ?b	0.013422819	0.000028323	0.4	2	70613	5	?a
?h  166  ?a  ?b  879  ?h   => ?a  804  ?b	0.212389381	0.434210526	0.943278249	4224	9728	4478	?a
?a  534  ?h  ?h  613  ?b   => ?a  23  ?b	0.058419244	0.000005587	0.485714286	17	3042839	35	?a
?g  170  ?a  ?g  804  ?b   => ?a  804  ?b	0.873441271	0.89315646	0.964412614	17371	19449	18012	?a
?a  613  ?h  ?h  879  ?b   => ?a  95  ?b	0.011644833	0.000009018	0.516129032	16	1774273	31	?b
?a  239  ?h  ?h  879  ?b   => ?a  804  ?b	0.136967015	0.066792536	0.122498538	2724	40783	22237	?a
?g  166  ?a  ?g  804  ?b   => ?a  804  ?b	0.873340708	0.891174962	0.964462213	17369	19490	18009	?a
?h  157  ?b  ?a  901  ?h   => ?a  157  ?b	0.028156502	0.211980227	0.935815148	729	3439	779	?a
?h  170  ?a  ?b  879  ?h   => ?a  804  ?b	0.212238536	0.416067028	0.945776384	4221	10145	4463	?a
?g  1347  ?b  ?g  808  ?a   => ?a  323  ?b	0.018050542	0.000403096	0.208333333	5	12404	24	?b
?a  157  ?h  ?h  215  ?b   => ?a  157  ?b	0.062531382	0.987195122	0.987195122	1619	1640	1640	?a
?a  166  ?h  ?h  561  ?b   => ?a  561  ?b	0.380747126	0.825545171	0.868852459	265	321	305	?a
?a  239  ?h  ?h  561  ?b   => ?a  561  ?b	0.018678161	0.26	0.52	13	50	25	?a
?h  741  ?b  ?a  77  ?h   => ?a  561  ?b	0.028735632	0.5	0.5	20	40	40	?a
?h  561  ?b  ?a  77  ?h   => ?a  561  ?b	0.010057471	0.28	0.5	7	25	14	?a
?a  170  ?h  ?h  561  ?b   => ?a  561  ?b	0.379310345	0.817337461	0.868421053	264	323	304	?a
?g  166  ?a  ?g  561  ?b   => ?a  561  ?b	0.380747126	0.573593074	0.868852459	265	462	305	?a
?a  239  ?h  ?h  741  ?b   => ?a  561  ?b	0.028735632	0.005167959	0.465116279	20	3870	43	?a
?g  170  ?a  ?g  561  ?b   => ?a  561  ?b	0.379310345	0.566523605	0.868421053	264	466	304	?a
?a  725  ?h  ?h  775  ?b   => ?a  725  ?b	0.011235955	0.166666667	0.5	3	18	6	?b
?a  459  ?h  ?h  867  ?b   => ?a  867  ?b	0.010401189	0.388888889	0.777777778	7	18	9	?a
?g  1095  ?b  ?g  306  ?a   => ?a  725  ?b	0.011235955	0.002946955	1	3	1018	3	?b
?a  1023  ?h  ?h  808  ?b   => ?a  157  ?b	0.138928585	0.07259334	0.761592208	3597	49550	4723	?a
?a  775  ?h  ?b  775  ?h   => ?a  775  ?b	0.46928475	0.266604943	0.287416854	38586	144731	134251	?b
?h  775  ?a  ?b  775  ?h   => ?a  775  ?b	0.412743393	0.215184737	0.215925431	33937	157711	157170	?b
?a  567  ?h  ?b  567  ?h   => ?a  527  ?b	0.018656716	0.001973165	0.192307692	5	2534	26	?a
?a  1103  ?h  ?b  1103  ?h   => ?a  527  ?b	0.018656716	0.000014071	0.15625	5	355346	32	?a
?b  100  ?h  ?a  1103  ?h   => ?a  527  ?b	0.018656716	0.000173364	0.161290323	5	28841	31	?a
?a  613  ?h  ?h  666  ?b   => ?a  527  ?b	0.014925373	0.021621622	1	4	185	4	?a
?g  666  ?b  ?g  879  ?a   => ?a  527  ?b	0.014925373	0.017467249	1	4	229	4	?a
?h  1340  ?b  ?a  166  ?h   => ?a  1340  ?b	0.013245033	0.444444444	0.571428571	4	9	7	?a
?g  1340  ?b  ?g  166  ?a   => ?a  1340  ?b	0.013245033	0.093023256	1	4	43	4	?a
?a  100  ?h  ?b  1103  ?h   => ?a  527  ?b	0.03358209	0.000312056	0.214285714	9	28841	42	?a
?h  215  ?b  ?a  222  ?h   => ?a  157  ?b	0.02935383	0.062182949	0.968152866	760	12222	785	?a
?a  166  ?h  ?b  879  ?h   => ?a  804  ?b	0.221238938	0.475161987	0.944206009	4400	9260	4660	?a
?a  170  ?h  ?b  879  ?h   => ?a  804  ?b	0.221238938	0.462622227	0.941176471	4400	9511	4675	?a
?a  158  ?h  ?h  755  ?b   => ?a  158  ?b	0.010400416	0.031595577	0.263157895	20	633	76	?b
?g  461  ?b  ?g  88  ?a   => ?a  148  ?b	0.277299974	0.29753915	0.909401709	1064	3576	1170	?a
?g  100  ?a  ?g  215  ?b   => ?a  157  ?b	0.014522421	0.020252074	0.328671329	376	18566	1144	?a
?h  265  ?b  ?a  534  ?h   => ?a  1222  ?b	0.040672269	0.00002215	0.614213198	121	5462869	197	?a
?b  613  ?h  ?h  879  ?a   => ?a  527  ?b	0.026119403	0.000003945	0.259259259	7	1774273	27	?a
?h  265  ?b  ?a  265  ?h   => ?a  158  ?b	0.152886115	0.006286081	0.5951417	294	46770	494	?b
